question_id,model_identifier,language,domain,score,score_category,reasoning_similarity,prompt_text
LR_MATH_072,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.785467267036438,"El valor de un automóvil se deprecia un 20% en su primer año. Si se compró por £18 000, ¿cuál es su valor después de un año?"
LR_MATH_073,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.792595386505127,¿Cuáles son los factores primos de 30?
LR_MATH_075,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6355838775634766,Una clase de 24 alumnos se divide en grupos de 3. ¿Cuántos grupos hay?
LR_MATH_076,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7563881874084473,Un plan telefónico cuesta £20 por mes más 10 peniques por mensaje de texto. ¿A cuánto asciende la factura de un mes con 50 mensajes de texto?
LR_MATH_077,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7627662420272827,Un cuadrado tiene un perímetro de 48 cm. ¿Cuál es su área?
LR_MATH_078,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.841709315776825,"El promedio de cuatro números es 15. Si tres de los números son 10, 12 y 18, ¿cuál es el cuarto número?"
LR_MATH_079,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7047170400619507,Un panadero utiliza 50 g de levadura por cada 2 kg de harina. ¿Cuál es la proporción de levadura a harina en su forma más simple?
LR_MATH_080,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7568668127059937,"Un tanque está lleno a 3/4 partes. Después de usar 100 litros de agua, está hasta la mitad. ¿Cuál es la capacidad total del tanque en litros?"
LR_MATH_081,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7825586199760437,"¿Cuál es el área de un círculo con un diámetro de 20 cm? (Utilice pi ≈ 3,14)"
LR_MATH_082,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6757720708847046,"Si un automóvil recorre 180 millas en 3 horas, ¿cuál es su velocidad promedio en millas por hora?"
LR_MATH_083,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.691184401512146,Una escuela tiene 600 alumnos. El 55% son niñas. ¿Cuantos chicos hay?
LR_MATH_084,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7013356685638428,"Un saco de harina pesa 1,5 kg. Si para una receta se utilizan 600g ¿cuantos gramos de harina quedan?"
LR_MATH_086,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.781152606010437,"Hay 25 chocolates en una caja. 8 son chocolate con leche, 12 son chocolate amargo y el resto son chocolate blanco. ¿Qué porcentaje son de chocolate blanco?"
LR_MATH_087,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.706934928894043,"Una jarra contiene 2 litros de jugo. Si sirves cinco vasos de 250 ml, ¿cuánto jugo queda en la jarra en mililitros?"
LR_MATH_090,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7480702996253967,¿La suma de los ángulos de un triángulo es de cuantos grados?
LR_MATH_094,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8034236431121826,¿Cuál es el siguiente número primo después del 19?
LR_MATH_095,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7682384252548218,Una receta necesita 3 huevos para hacer 12 muffins. ¿Cuántos huevos se necesitan para hacer 20 muffins?
LR_MATH_096,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7950690984725952,Un triángulo equilátero tiene un perímetro de 24 cm. ¿Cuál es la longitud de un lado?
LR_MATH_097,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7682586908340454,Se anuncia un trabajo con un salario de 60.000 libras esterlinas al año. ¿Cuál es el salario mensual?
LR_MATH_098,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7359659671783447,"Una botella de agua cuesta £0,80. Un paquete de 6 cuesta £4,50. ¿Cuánto más barata es cada botella cuando se compra en un paquete?"
LR_MATH_100,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7989052534103394,"El alquiler de una película cuesta £4 por 3 noches. Si lo conserva durante una semana (7 noches) y cada noche adicional cuesta £1,50, ¿cuál es el coste total?"
LR_MATH_101,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7683130502700806,Una manguera de jardín llena un depósito de agua de 200 litros en 40 minutos. ¿Cuál es el caudal en litros por minuto?
LR_MATH_102,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7496128082275391,"Tres amigos comparten una pizza. Tom come 1/3, Jane come 1/4. ¿Qué fracción de la pizza le queda a Chris?"
LR_MATH_103,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.794888973236084,Un libro cuesta £15. Está en oferta con un 30% de descuento. ¿Cuál es el precio de venta?
LR_MATH_105,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8251655101776123,"Si una inversión de £2000 genera un interés simple del 5% anual, ¿cuánto interés se gana en 3 años?"
LR_MATH_106,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7221959829330444,Una habitación mide 4 metros por 5 metros. ¿Cuál es el área del piso en metros cuadrados?
LR_MATH_108,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6920030117034912,¿Cuánto es el 15% de 200?
LR_MATH_111,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7857245206832886,Una comida para dos personas cuesta £40. Quieren dejar una propina del 10%. ¿A cuánto asciende la propina?
LR_MATH_112,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.678621232509613,La temperatura baja de 8 grados centígrados a -3 grados centígrados. ¿Cuántos grados cayó?
LR_MATH_113,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7511948943138123,"Un turno de trabajo tiene una duración de 8 horas, incluido un descanso no remunerado de 45 minutos. ¿Por cuántos minutos te pagan?"
LR_MATH_114,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7074424624443054,"Un paquete de 4 baterías cuesta £2,80. ¿Cuál es el costo por batería?"
LR_MATH_115,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7228426933288574,Un cuadrado tiene un perímetro de 100 cm. ¿Cuál es su área?
LR_MATH_116,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.723674476146698,"Una receta requiere 300 ml de leche. Si solo tienes un cartón de 1 litro, ¿qué porcentaje de leche utilizarás?"
LR_MATH_117,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7609137892723083,Hay 7 días en una semana. How many full weeks are there in a year of 365 days?
LR_MATH_118,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6652407646179199,"Si obtienes una puntuación de 18 sobre 20 en un examen, ¿cuál es tu puntuación en porcentaje?"
LR_MATH_119,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7814774513244629,"Una bolsa contiene sólo canicas rojas y azules. La proporción de rojo a azul es 3:5. Si hay 15 canicas rojas, ¿cuántas canicas azules hay?"
LR_MATH_122,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7546589970588684,Una empresa tiene un presupuesto de £10.000. Gasta £4.500 en salarios y £2.000 en alquiler. ¿Qué porcentaje del presupuesto queda?
LR_MATH_123,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7057936191558838,La suma de las edades de una madre y una hija es 50. La madre es 24 años mayor que la hija. ¿Cuántos años tiene la hija?
LR_MATH_124,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7221024036407471,"Un aparcamiento cobra £2 por la primera hora y £1,50 por cada hora adicional. ¿Cuánto cuesta aparcar 4 horas?"
LR_MATH_125,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7001445293426514,"¿Cuál es el promedio de los números 10, 20, 30 y 40?"
LR_MATH_126,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7601759433746338,Una tienda vende 120 periódicos al día. El 65% se vende por la mañana. ¿Cuántos periódicos se venden por la tarde?
LR_MATH_127,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6351409554481506,"Un tanque puede contener 5000 litros de aceite. Si está lleno al 85%, ¿cuántos litros de aceite hay en el tanque?"
LR_MATH_129,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7988698482513428,"Si un artículo cuesta £40 y el precio aumenta un 5%, ¿cuál es el nuevo precio?"
LR_MATH_130,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7646113634109497,El largo de un rectángulo es el doble de su ancho. Si el ancho es de 6 cm ¿cuál es el área del rectángulo?
LR_MATH_131,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7898256778717041,Tienes una jarra de 5 litros y otra de 3 litros. ¿Cómo se pueden medir exactamente 4 litros de agua?
LR_MATH_132,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7815935611724854,"Un cine tiene 20 filas de asientos. Cada fila tiene 25 asientos. Si para una película se venden 420 localidades, ¿cuántas quedan vacías?"
LR_MATH_133,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7840509414672852,¿Cuál es el interés simple sobre £500 a una tasa del 4% anual durante 5 años?
LR_MATH_134,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.793395459651947,"Si una docena de huevos cuesta £2,40, ¿cuánto cuesta un huevo?"
LR_MATH_135,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7457703948020935,"Una receta necesita 150 g de mantequilla. Si vas a hacer una tanda doble, ¿cuántos gramos de mantequilla necesitas?"
LR_MATH_136,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7749019861221313,¿La suma de los ángulos de un cuadrilátero es de cuantos grados?
LR_MATH_137,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7415277361869812,Un tren viaja a 120 km/h. ¿Qué distancia recorre en 20 minutos?
LR_MATH_138,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7659462690353394,El beneficio semanal de una tienda es de £5200. ¿Cuál es su beneficio diario promedio?
LR_MATH_139,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7249586582183838,"Si una camisa tiene un descuento del 25% a un precio de oferta de £30, ¿cuál era su precio original?"
LR_MATH_141,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7466319799423218,La velocidad media de un ciclista es de 18 km/h. ¿Cuantos metros recorren por minuto?
LR_MATH_142,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7595157623291016,"Una bolsa contiene 50 bolas. El 30% son rojos, el 20% son azules y el resto son verdes. ¿Cuántas bolas verdes hay?"
LR_MATH_143,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7209458351135254,Un teléfono cuesta £600. Pagas un depósito del 25%. ¿A cuánto asciende el saldo restante?
LR_MATH_144,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6217702627182007,"Si son las 16:00 en Londres (GMT), ¿qué hora es en Nueva York (GMT-5)?"
LR_MATH_145,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7969976663589478,Un libro tiene un número ISBN. ¿Qué significan las siglas ISBN?
LR_MATH_146,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6951969861984253,La factura por una comida es de £72. Tres amigos acuerdan repartirlo en partes iguales. ¿Cuánto paga cada persona?
LR_MATH_148,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7341059446334839,Una prueba comienza a las 10:30 y tiene una duración de 75 minutos. ¿A qué hora termina?
LR_MATH_149,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8291943669319153,Un cubo tiene un volumen de 27 cm cúbicos. ¿Cuál es la longitud de un lado?
LR_MATH_150,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8362200856208801,"En un grupo de 80 personas, 48 ​​tienen cabello castaño. ¿Qué porcentaje del grupo no tiene cabello castaño?"
LR_MATH_151,qwen3:8b,ES,Procedural Reasoning,-1.0,Fabrication,0.4797391891479492,Una empresa produce 500 aparatos por día. ¿Cuántos widgets producirá en una semana laboral de 5 días?
LR_MATH_152,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7363587617874146,"Si la escala de un mapa es de 1 cm a 5 km, ¿cuántos cm en el mapa representan una distancia real de 35 km?"
LR_MATH_153,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7923160195350647,"Una biblioteca tiene 12.000 libros. 1/5 son ficción. De los libros restantes, 1/4 son libros de historia. ¿Cuántos libros de historia hay?"
LR_MATH_154,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8216814398765564,Una receta necesita 2 tazas de harina por cada 1 taza de azúcar. Si usas 3 tazas de azúcar ¿cuántas tazas de harina necesitas?
LR_MATH_155,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7459482550621033,Un trabajador gana £12 por hora. ¿Cuánto ganan en una jornada de 8 horas?
LR_MATH_156,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7456122636795044,"Un tanque de agua está lleno al 50%. Si se añaden 200 litros, se llena al 75%. ¿Cuál es la capacidad total del tanque?"
LR_MATH_157,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7166872620582581,Una camisa cuesta £25. La tienda añade un 20% de IVA. ¿Cuál es el precio final para el cliente?
LR_MATH_158,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.8074036240577698,"Si caminas 1,5 km en 20 minutos, ¿cuál es tu velocidad en km/h?"
LR_MATH_159,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6234266757965088,El producto de dos números es 48 y su suma es 14. ¿Cuáles son los dos números?
LR_MATH_160,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.695512056350708,Un tren sale a las 22:30 el lunes y llega a las 05:45 el martes. ¿Cuál es la duración del viaje?
LR_MATH_161,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8125998377799988,¿Cuál es el área de un triángulo con una base de 12 cm y una altura de 8 cm?
LR_MATH_162,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7577307224273682,"Las acciones de una empresa valen £1,50 cada una. Si compras 500 acciones ¿cuanto pagas?"
LR_MATH_163,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7434453368186951,"En una encuesta realizada a 200 personas, 120 dijeron que preferían el té al café. ¿Qué porcentaje de personas prefiere el té?"
LR_MATH_164,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7621778845787048,Un automóvil recorre 30 millas con un galón de gasolina. ¿Cuántos galones se necesitan para un viaje de 210 millas?
LR_MATH_165,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8003784418106079,Un rectángulo tiene un área de 96 cm cuadrados. Si su ancho es de 8 cm ¿cuál es su largo?
LR_MATH_166,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7505971789360046,"Si 5 millas son aproximadamente 8 kilómetros, ¿cuántos kilómetros son 30 millas?"
LR_MATH_167,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7370772957801819,Un paquete de 500 hojas de papel tiene 5 cm de espesor. ¿Cuál es el grosor de una sola hoja de papel en milímetros?
LR_MATH_168,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.8433663845062256,Un panadero puede hacer 4 pasteles en una hora. ¿Cuántas horas se necesitarán para hacer 18 pasteles?
LR_MATH_169,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7605615854263306,Un televisor que originalmente costaba £400 se vende por £320. ¿Cuál fue el porcentaje de descuento?
LR_MATH_170,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7163214683532715,"¿Cuál es el número más pequeño que es divisible por 2, 3 y 5?"
LR_MATH_171,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8765556216239929,Un granjero tiene 180 ovejas. La proporción entre machos y hembras es de 1:5. ¿Cuántas ovejas macho hay?
LR_MATH_172,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8052853345870972,"Un teléfono tiene 64 GB de almacenamiento. Si se utilizan 48 GB, ¿qué porcentaje de almacenamiento es gratuito?"
LR_MATH_173,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.8065875768661499,"Una caja de 6 huevos cuesta £1,50. Una caja de 12 huevos cuesta £2,40. ¿Cuánto más barata por huevo es la caja más grande?"
LR_MATH_174,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6809876561164856,Un auto viaja a 90 km/h. ¿Cuantos metros recorre en un segundo?
LR_MATH_175,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.849969208240509,¿Cuál es el perímetro de un octágono regular cuyo lado mide 6 cm?
LR_MATH_176,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6676996946334839,Un libro tiene 400 páginas. El lunes lees el 10% del libro. El martes lees el 25% de las páginas restantes. ¿Cuántas páginas has leído en total?
LR_MATH_177,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.7676903605461121,"La factura de un restaurante cuesta £50. Agrega un cargo por servicio del 12,5%. ¿Cuál es la factura total?"
LR_MATH_178,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8124147057533264,Una receta necesita 400g de harina para servir a 4 personas. Estás cocinando para 5 personas. ¿Cuánta harina necesitas?
LR_MATH_179,qwen3:8b,ES,Procedural Reasoning,-1.0,Incorrect,0.543104350566864,"Si invierte £1000 durante 2 años con una tasa de interés compuesta del 5% anual, ¿cuál es el monto total al final de los 2 años?"
LR_MATH_180,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7620092630386353,La eficiencia de combustible de un automóvil es de 50 millas por galón. ¿Cuántos galones se necesitarían para un viaje de 450 millas?
LR_MATH_181,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7824133038520813,Los ángulos en un triángulo están en la proporción 1:2:3. ¿Cuál es el tamaño del ángulo más grande?
LR_MATH_183,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7532970905303955,Una lista de reproducción contiene 120 canciones. La duración media de las canciones es de 3 minutos. ¿Cuánto dura la lista de reproducción completa en horas?
LR_MATH_184,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8302879333496094,"Si 8 de cada 40 estudiantes de una clase usan anteojos, ¿qué porcentaje de estudiantes no usan anteojos?"
LR_MATH_185,qwen3:8b,ES,Procedural Reasoning,0.0,AmbiguousReasoning,0.6311934590339661,"Una ventana tiene 1,2 metros de ancho y 1,5 metros de alto. ¿Cuál es su área en metros cuadrados?"
LR_MATH_186,qwen3:8b,ES,Procedural Reasoning,-1.0,Fabrication,0.5787752270698547,¿Cuál es el mínimo común múltiplo de 8 y 12?
LR_MATH_187,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8167678117752075,Un tren tiene 512 pasajeros. En la primera parada bajan la mitad de los pasajeros. En la segunda parada bajan la mitad de los pasajeros restantes. ¿Cuantos pasajeros quedan?
LR_MATH_189,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7631427049636841,"Una bolsa cuesta £90. En una venta, se reduce en 1/3. ¿Cuál es el precio de venta?"
LR_MATH_190,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7755013108253479,Un ciclista recorre 45 km en 3 horas. ¿Cuál es su velocidad promedio en km/h?
LR_MATH_191,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7640030384063721,Una caja contiene bolígrafos azules y rojos. Hay 36 bolígrafos en total. Si el 25% son azules ¿cuántos son rojos?
LR_MATH_192,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7383164763450623,"Para una habitación se necesitan 24 metros cuadrados de alfombra. Si la alfombra cuesta £15 por metro cuadrado, ¿cuál es el costo total?"
LR_MATH_193,qwen3:8b,ES,Procedural Reasoning,0.5,CorrectProcess_IncorrectResult,0.716552197933197,"Si un artículo cuesta £80 incluyendo el 20% de IVA, ¿cuál es el precio antes de agregar el IVA?"
LR_MATH_194,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7332504987716675,¿Cuál es el valor de 2 elevado a 6?
LR_MATH_195,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7768946886062622,Se compra un coche por 10.000 libras esterlinas y se vende 3 años después por 4.000 libras esterlinas. ¿Cuál fue la depreciación total?
LR_MATH_196,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7097791433334351,"Para una receta se necesitan 250 g de harina, 150 g de azúcar y 100 g de mantequilla. ¿Cuál es la proporción de harina, azúcar y mantequilla en su forma más simple?"
LR_MATH_197,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7122788429260254,"La batería de un teléfono tiene una duración de 10 horas de uso. Si lo has usado durante 4,5 horas, ¿qué porcentaje de batería queda?"
LR_MATH_198,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.744349479675293,La suma de dos números consecutivos es 31. ¿Cuáles son los números?
LR_MATH_199,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.7735468149185181,"Un viaje de 150 millas dura 2,5 horas. ¿Cuál fue la velocidad promedio en mph?"
LR_MATH_200,qwen3:8b,ES,Procedural Reasoning,1.0,Correct,0.8325495719909668,Una empresa tiene 80 empleados. 12 de ellos son zurdos. ¿Qué porcentaje de empleados son diestros?
FA_HIST_001,phi4:14b,ES,Factual Accuracy,1.0,Correct,,"¿En qué año ocurrió la batalla de Hastings, que condujo a la conquista normanda de Inglaterra?"
FA_HIST_002,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué rey inglés firmó la Carta Magna en 1215?
FA_HIST_003,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Quién fue el primer emperador de Roma?
FA_HIST_004,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿En el territorio de qué país actual tuvo lugar principalmente la Guerra de los Treinta Años?
FA_HIST_005,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,"¿En qué país se considera generalmente que comenzó el Renacimiento, un período de grandes cambios culturales y esfuerzos artísticos?"
FA_HIST_006,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué acontecimiento ocurrido en 1914 desencadenó el inicio de la Primera Guerra Mundial?
FA_HIST_007,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cerca de qué capital actual estaba ubicada la antigua ciudad de Babilonia?
FA_HIST_008,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Quién dirigió la Unión Soviética durante la Segunda Guerra Mundial?
FA_HIST_009,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿La caída del Muro de Berlín en 1989 simbolizó el fin de qué conflicto global?
FA_HIST_010,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Con la firma de qué tratado en 1783 terminó la Guerra Revolucionaria Estadounidense?
FA_HIST_011,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Cómo se llamaba el barco en el que navegaron los peregrinos hacia América del Norte en 1620?
FA_HIST_012,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,"¿A qué civilización se le atribuye la invención del primer sistema de escritura conocido, la cuneiforme?"
FA_HIST_013,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿En qué año se firmó el Acta de Unión que unió el Reino de Gran Bretaña y el Reino de Irlanda?
FA_HIST_014,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Entre qué dos países se libraron las Guerras del Opio?
FA_HIST_015,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Quién fue el monarca británico reinante durante la mayor parte de la era victoriana?
FA_HIST_016,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿En qué año comenzó la Revolución Francesa?
FA_HIST_017,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,"¿Qué antigua maravilla del mundo estaba ubicada en Alejandría, Egipto?"
FA_HIST_018,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿En qué país se considera generalmente que comenzó la Revolución Industrial?
FA_HIST_019,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Quién fue el líder de la revolución bolchevique en Rusia en 1917?
FA_HIST_020,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿En qué país se impuso el apartheid como sistema de segregación racial?
FA_HIST_021,phi4:14b,ES,Factual Accuracy,1.0,Correct,,"¿En qué año tuvo lugar la batalla de Waterloo, que marcó la derrota final de Napoleón?"
FA_HIST_023,phi4:14b,ES,Factual Accuracy,1.0,Correct,,"¿Quién inventó la imprenta, un invento clave del Renacimiento?"
FA_HIST_024,phi4:14b,ES,Factual Accuracy,1.0,Correct,,"¿En qué ciudad tuvo lugar el boicot a los autobuses de Montgomery, un acontecimiento fundamental en el movimiento por los derechos civiles de Estados Unidos?"
FA_HIST_025,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cómo se llamó la serie de conflictos entre Roma y Cartago?
FA_HIST_026,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿En qué año ocurrió el Gran Incendio de Londres?
FA_HIST_027,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Quién fue la primera mujer en volar sola a través del Océano Atlántico?
FA_HIST_028,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Entre qué dos reinos se libró la Guerra de los Cien Años?
FA_HIST_029,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué general romano cruzó el río Rubicón en el año 49 a.C.?
FA_HIST_030,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿En qué año la Armada Española fue una flota enviada para invadir Inglaterra?
FA_GEO_001,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cuál es la ciudad capital de Escocia?
FA_GEO_003,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Cuál es la montaña más alta del Reino Unido?
FA_GEO_004,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué océano se encuentra al oeste del Reino Unido?
FA_GEO_005,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿El Estrecho de Gibraltar separa la Península Ibérica de qué continente?
FA_GEO_006,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cuál es el río más largo del mundo?
FA_GEO_007,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿En qué cadena montañosa se encuentra el monte Everest?
FA_GEO_008,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cuál es el desierto más grande del mundo?
FA_GEO_009,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué país se conoce como la Tierra del Sol Naciente?
FA_GEO_010,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cuál es el lago más grande del Reino Unido por superficie?
FA_GEO_011,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿Cuál es la capital de Canadá?
FA_GEO_012,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué dos océanos conecta el Canal de Panamá?
FA_GEO_013,phi4:14b,ES,Factual Accuracy,1.0,Correct,,¿En qué país encontrarías la antigua ciudad de Petra?
FA_GEO_014,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿En qué parte de Inglaterra se encuentra el condado de Cornualles?
FA_GEO_015,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Qué mar separa al Reino Unido de Europa continental?
FA_GEO_016,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿Cuál es el único continente que se encuentra en los cuatro hemisferios?
FA_GEO_017,phi4:14b,ES,Factual Accuracy,-1.0,Incorrect,,¿La Calzada del Gigante es un hito natural famoso en qué parte del Reino Unido?
